record_id,recorded_at,run_finished_at,dataset_key,category,split_stem,variant,tokenizer_record_id,tokenizer_variant,tokenizer_family,recipe,title_history2sid_enabled,alignment_enabled,description_task_probability,alignment_mode,base_model,sft_config_path,sft_output_dir,sft_model_path,result_json_path,wandb_run_name,wandb_run_id,runtime_gpus,batch_size,micro_batch_size,world_size,grad_accum_steps,effective_global_batch,num_epochs,learning_rate,final_eval_loss,final_train_loss,stop_epoch,eval_runtime_gpus,eval_batch_size,eval_num_beams,test_example_count,constraint_invalid_total,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,ndcg_at_50,hr_at_1,hr_at_3,hr_at_5,hr_at_10,hr_at_20,hr_at_50,tokenizer_collision_rate,tokenizer_collision_count,tokenizer_launch_readme,notes
sft_industrial_mgr_r650a_title_on_desc_p05_20260417_173702,2026-04-17 17:38:00,2026-04-17 17:37:02 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_r650a_title_on_desc_p05,tok_industrial_r650a_seq2graph_mid_pull_push,r650a_seq2graph_mid_pull_push,mgr_seq2graph_push_pull,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_r650a_title_on_desc_p05.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r650a_sft_eval_20260417/title_on_desc_p05/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r650a_sft_eval_20260417/title_on_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_r650a_sft_eval_20260417/final_result_sft_mgr_r650a_title_on_desc_p05_Industrial_and_Scientific.json,sft_mgr_r650a_title_on_desc_p05_industrial,k4axdi1h,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.6138453483581543,0.4548963058436887,5.5,"3,4,5,7",8,50,4533,0,0.06529892,0.08132393,0.08777955,0.09517630,0.10491166,0.11653932,0.06529892,0.09353629,0.10919921,0.13236267,0.17074785,0.22986984,0.0029842648,11,./research-progress-log/experiment_launches/2026-04-17_mgr_sid_r650_seq2graph_push_pull_industrial/README.md,"R650a downstream adjudication for Seq2Graph-lite high-order carrier plus mid-only pull-push under the current v2 recipe; result is negative versus current v2_on_p05 SFT and strongest original SFT, and only modestly above R640c/R630c, so it should not be promoted to RL."
sft_industrial_mgr_r680a_title_on_desc_p05_2gpu_20260418_114424,2026-04-18 11:45:36,2026-04-18 11:44:24 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_r680a_title_on_desc_p05_2gpu,tok_industrial_r680a_l1_smooth_l2_contrastive_multihop,r680a_l1_smooth_l2_contrastive_multihop,mgr_clean_l2_interface,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_r680a_title_on_desc_p05_2gpu.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r680a_sft_eval_20260418/title_on_desc_p05_2gpu/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r680a_sft_eval_20260418/title_on_desc_p05_2gpu/sft/final_checkpoint,./results/experiments/mgr_sid_r680a_sft_eval_20260418/final_result_sft_mgr_r680a_title_on_desc_p05_2gpu_Industrial_and_Scientific.json,sft_mgr_r680a_title_on_desc_p05_2gpu_industrial,mduahhd0,"5,7",1024,2,2,256,1024,10,0.0003,1.575154423713684,0.4730283639006067,5.5,"5,7",8,50,4533,0,0.06882859,0.08496913,0.09038132,0.09863899,0.10775828,0.11989554,0.06882859,0.09706596,0.11008162,0.13567174,0.17207148,0.23362012,0.0029842648,11,./research-progress-log/experiment_launches/2026-04-18_mgr_sid_r680_l1_smooth_l2_contrastive_multihop_industrial/README.md,"R680a downstream adjudication for the clean L2 contrastive interface（干净第二层对比式接口） line under the current v2 recipe（当前 v2 配方）; 2-GPU SFT/evaluate（监督微调/评测） kept effective_global_batch（有效全局批大小） aligned at 1024. Result is negative versus current v2_on_p05 and the recipe-aligned original baseline（配方对齐原版基线）, but stronger than R650a and R640c; not promotable to RL（强化学习）."
sft_industrial_mgr_r693a_title_on_desc_p05_20260418_191146,2026-04-18 19:12:30,2026-04-18 19:11:46 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_r693a_title_on_desc_p05,tok_industrial_r693a_hier_collab_only_multihop,r693a_hier_collab_only_multihop,mgr_hier_collab_only,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_r693a_title_on_desc_p05.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r693a_sft_eval_20260418/title_on_desc_p05/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r693a_sft_eval_20260418/title_on_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_r693a_sft_eval_20260418/final_result_sft_mgr_r693a_title_on_desc_p05_Industrial_and_Scientific.json,sft_mgr_r693a_title_on_desc_p05_industrial,z8plj1wj,"3,4,5,7",1024,2,4,128,1024,10,0.0003,1.594131588935852,0.4985252045796058,5.5,"3,4,5,7",8,50,4533,0,0.06309287,0.07971921,0.08678189,0.09730760,0.10626678,0.11924144,0.06309287,0.09155085,0.10875800,0.14162806,0.17736598,0.24310611,0.0032555616,12,./research-progress-log/experiment_launches/2026-04-18_mgr_sid_r693_hier_collab_only_multihop_industrial/README.md,"R693a downstream adjudication for the hierarchical collaboration-only multihop（层级纯协同多跳） branch under the current v2 recipe（当前 v2 配方）. Result is negative versus current v2_on_p05 and R680a on NDCG@10, although HR@10 is close to v2 RL; not promotable to RL（强化学习）."
sft_industrial_mgr_r690b_title_on_desc_p05_20260418_210710,2026-04-18 21:07:10,2026-04-19 00:40:33 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_r690b_title_on_desc_p05,tok_industrial_r690b_hier_cost_guided,r690b_hier_cost_guided,mgr_cost_inspired,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_r690b_title_on_desc_p05.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r690b_sft_eval_20260418/title_on_desc_p05/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_r690b_sft_eval_20260418/title_on_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_r690b_sft_eval_20260418/final_result_sft_mgr_r690b_title_on_desc_p05_Industrial_and_Scientific.json,sft_mgr_r690b_title_on_desc_p05_industrial,4w4nomxi,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.5940688848495483,0.46736091353961723,5.5,"2,3,4,5",8,50,4533,0,0.06706375,0.08148676,0.08858811,0.09719408,0.10646914,0.12045928,0.06706375,0.09221266,0.10941981,0.13611295,0.17295389,0.24310611,0.0037981552,14,./research-progress-log/experiment_launches/2026-04-18_mgr_sid_r690_cost_inspired_contrastive_quantization_industrial/README.md,"R690b downstream adjudication for the CoST-inspired（受 CoST 启发） protected branch under the current v2 recipe（当前 v2 配方）. Evaluate（评测） reported root_branch_count（根分支数）=33 and constraint_invalid_total（约束失配总数）=0, so the weak result is not explained by invalid constrained decoding（非法约束解码）. Result is negative versus current v2_on_p05（当前 v2_on_p05） and also below the strict recipe-aligned original baseline（严格配方对齐原版基线）; not promotable to RL（强化学习）."
sft_industrial_mgr_collab_ranking_mainline_title_on_desc_p05_20260419_010153,2026-04-19 01:01:53,2026-04-19 04:44:46 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_collab_ranking_mainline_title_on_desc_p05,tok_industrial_collab_ranking_mainline,collab_ranking_mainline,mgr_collab_ranking,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_collab_ranking_mainline_title_on_desc_p05.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_mainline_sft_eval_20260419/title_on_desc_p05/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_mainline_sft_eval_20260419/title_on_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_collab_ranking_mainline_sft_eval_20260419/final_result_sft_mgr_collab_ranking_mainline_title_on_desc_p05_Industrial_and_Scientific.json,sft_mgr_collab_ranking_mainline_title_on_desc_p05_industrial,2ebzal1e,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.6338781118392944,0.47650797712650783,5.5,"2,3,4,5",8,50,4533,0,0.06243106,0.07755000,0.08420364,0.09234589,0.10179743,0.11404990,0.06243106,0.08868299,0.10500772,0.13015663,0.16787999,0.22986984,0.0037981552,14,./research-progress-log/experiment_launches/2026-04-18_mgr_sid_r720_l2_ranking_contrastive_industrial/README.md,"First downstream adjudication（首次下游裁决） for the collab-ranking mainline（协同排序主线） using fagsp_mid_base（基础中层图） as the L2 carrier（第二层载体）. Evaluate（评测） reported root_branch_count（根分支数）=88 and constraint_invalid_total（约束失配总数）=0, so the weak result is not invalid constrained decoding（非法约束解码）. Result is clearly negative versus current v2_on_p05（当前 v2_on_p05） and also below the strict recipe-aligned original baseline（严格配方对齐原版基线）; not promotable to RL（强化学习）."
sft_industrial_mgr_collab_ranking_local_multihop_mid_title_on_desc_p05_20260419_124943,2026-04-19 12:49:43,2026-04-19 15:46:17 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_collab_ranking_local_multihop_mid_title_on_desc_p05,tok_industrial_collab_ranking_local_multihop_mid,collab_ranking_local_multihop_mid,mgr_collab_ranking,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_collab_ranking_local_multihop_mid_title_on_desc_p05.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_local_multihop_mid_sft_eval_20260419/title_on_desc_p05/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_local_multihop_mid_sft_eval_20260419/title_on_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_collab_ranking_local_multihop_mid_sft_eval_20260419/final_result_sft_mgr_collab_ranking_local_multihop_mid_title_on_desc_p05_Industrial_and_Scientific.json,sft_mgr_collab_ranking_local_multihop_mid_title_on_desc_p05_industrial,5ipt2ius,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.5633758306503296,0.5220191915307129,4.5,"2,3,4,5",8,50,4533,0,0.06926980,0.08363504,0.08997465,0.09940224,0.10849358,0.12130795,0.06926980,0.09441871,0.11008162,0.13942202,0.17560115,0.24001765,0.0029842648,11,./research-progress-log/experiment_launches/2026-04-19_mgr_sid_collab_ranking_local_multihop_mid_industrial/README.md,"Clean mid-graph replacement（中层图替换） adjudication for the collab-ranking family（协同排序方法族）: local_multihop（局部多跳图） clearly outperforms fagsp_mid_base（基础中层图） inside the same loss（同一损失） and stop-gradient（停梯度） design. Evaluate（评测） reported root_branch_count（根分支数）=247 and constraint_invalid_total（约束失配总数）=0. Result is a clear gain over R720a on all main SFT metrics（监督微调主指标）, but it still stays below current v2_on_p05（当前 v2_on_p05） and the strongest original SFT（原版最强监督微调）. Treat this as the current screening winner（筛选胜出版本）, not a direct RL promotion（强化学习晋级）."
sft_industrial_mgr_collab_ranking_local_multihop_mid_title_off_desc_p05_20260419_163520,2026-04-19 19:42:21,2026-04-19 19:42:21 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_collab_ranking_local_multihop_mid_title_off_desc_p05,tok_industrial_collab_ranking_local_multihop_mid,collab_ranking_local_multihop_mid,mgr_collab_ranking,title_history2sid_off+desc_align_p05,false,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_collab_ranking_local_multihop_mid_title_off_desc_p05.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_local_multihop_mid_sft_eval_20260419/title_off_desc_p05/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_local_multihop_mid_sft_eval_20260419/title_off_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_collab_ranking_local_multihop_mid_sft_eval_20260419/final_result_sft_mgr_collab_ranking_local_multihop_mid_title_off_desc_p05_Industrial_and_Scientific.json,sft_mgr_collab_ranking_local_multihop_mid_title_off_desc_p05_industrial,umah3b27,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.5350477695465088,0.3457109190714665,7.5,"2,3,4,5",8,50,4533,0,0.06596073,0.08221681,0.08868210,0.09806915,0.10835590,0.12148247,0.06596073,0.09419810,0.10986102,0.13920141,0.18045445,0.24685639,0.0029842648,11,./research-progress-log/experiment_launches/2026-04-19_mgr_sid_collab_ranking_local_multihop_mid_industrial/README.md,"Strongest-recipe check（最强配方验证） for R720b local_multihop（局部多跳） tokenizer（分词器）. Switching to title_history2sid_off + desc_align_p05（关闭 title_history2sid 并开启 desc_align_p05） does not rescue downstream gap（无法挽救下游差距）: it is slightly worse than the title_on variant（title_on 版本） and still clearly below the strongest original SFT（原版最强监督微调）. Evaluate（评测） reported root_branch_count（根分支数）=247 and constraint_invalid_total（约束失配总数）=0, so the remaining gap is not explained by invalid constrained decoding（非法约束解码） or recipe mismatch（配方错配） alone."
sft_industrial_mgr_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_title_on_desc_p05_20260420_023217,2026-04-20 02:32:17 CST,2026-04-20 02:32:17 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_title_on_desc_p05,tok_industrial_collab_ranking_local_multihop_mid_l1_inverse_ambiguity,collab_ranking_local_multihop_mid_l1_inverse_ambiguity,mgr_collab_ranking,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_title_on_desc_p05.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_sft_eval_20260419/title_on_desc_p05/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_sft_eval_20260419/title_on_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_sft_eval_20260419/final_result_sft_mgr_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_title_on_desc_p05_Industrial_and_Scientific.json,sft_mgr_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_title_on_desc_p05_industrial,756rq7wr,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.6083699464797974,0.4701869172033701,5.5,"2,3,4,5",8,50,4533,0,0.06397529,0.08397369,0.09185278,0.10094471,0.11221032,0.12408165,0.06397529,0.09883080,0.11802338,0.14604015,0.19104346,0.25104787,0.0035268584,13,./research-progress-log/experiment_launches/2026-04-19_mgr_sid_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_industrial/README.md,"R720e downstream adjudication（下游裁决） for the collab-ranking（协同排序） family: same R720b local_multihop（局部多跳） L2 carrier（第二层载体） and same loss form（损失形式）, but L1 coarse pull（第一层粗图拉近） uses inverse ambiguity（逆歧义） item weighting（样本权重）. SFT/evaluate（监督微调/评测） improves over R720b on all @10 metrics and nearly matches the strict recipe-aligned original baseline（严格配方对齐原版基线） and current v2_on_p05（当前 v2_on_p05） on HR@10, but remains slightly below both on NDCG@10 and below strongest original SFT（原版最强监督微调）; not yet promotable to RL（强化学习） without further evidence."
sft_industrial_mgr_collab_ranking_k1_128_l1_inverse_ambiguity_title_on_desc_p05_20260420_180938,2026-04-20 18:09:38 CST,2026-04-20 18:09:38 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_collab_ranking_k1_128_l1_inverse_ambiguity_title_on_desc_p05,tok_industrial_collab_ranking_local_multihop_mid_l1_inverse_ambiguity_k1_128,collab_ranking_local_multihop_mid_l1_inverse_ambiguity_k1_128,mgr_collab_ranking,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_collab_ranking_k1_128_l1_inverse_ambiguity_title_on_desc_p05_2gpu.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_k1_128_l1_inverse_ambiguity_sft_eval_20260420/title_on_desc_p05_2gpu/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_collab_ranking_k1_128_l1_inverse_ambiguity_sft_eval_20260420/title_on_desc_p05_2gpu/sft/final_checkpoint,./results/experiments/mgr_sid_collab_ranking_k1_128_l1_inverse_ambiguity_sft_eval_20260420/final_result_sft_mgr_collab_ranking_k1_128_l1_inverse_ambiguity_title_on_desc_p05_2gpu_Industrial_and_Scientific.json,sft_mgr_collab_ranking_k1_128_l1_inverse_ambiguity_title_on_desc_p05_2gpu_industrial,-,"2,3,4,6",1024,2,4,128,1024,10,0.0003,1.5526180267333984,0.05722767174766775,5.0,"2,3,4,6",8,50,4533,0,0.05779837,0.07391526,0.07985716,0.08954838,0.09835830,0.11076923,0.05779837,0.08581513,0.10037503,0.13059784,0.16567395,0.22766380,0.0029842648,11,-,R720f downstream adjudication（下游裁决） for the K1=128 capacity-constrained（容量约束） variant of R720e. SFT（监督微调） was first launched on 2 GPUs then resumed from checkpoint-399 on 4 GPUs with effective_global_batch（有效全局批大小） kept at 1024; wandb（实验跟踪） was disabled after the initial network timeout. Evaluate（评测） completed with constraint_invalid_total（约束失配总数）=0 and root_branch_count（根分支数）=124. Result is strongly negative versus R720e: NDCG@10 drops from 0.10094 to 0.08955 and HR@10 drops from 0.14604 to 0.13060. This suggests hard L1 capacity reduction（硬性第一层容量缩减） over-compresses the SID space（SID 空间） despite improving L1 compactness（第一层紧凑性） proxies; do not promote to RL（强化学习）.
sft_industrial_mgr_original_l3_collab_local_title_on_desc_p05_4gpu_20260421_044555,2026-04-21 04:45:55 CST,2026-04-21 04:45:55 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_original_l3_collab_local_title_on_desc_p05_4gpu,tok_industrial_original_l3_collab_local_20260420,original_l3_collab_local,mgr_minimal_collab_edit,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_original_l3_collab_local_title_on_desc_p05_4gpu.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_original_l3_collab_local_sft_eval_20260421/title_on_desc_p05_4gpu/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_original_l3_collab_local_sft_eval_20260421/title_on_desc_p05_4gpu/sft/final_checkpoint,./results/experiments/mgr_sid_original_l3_collab_local_sft_eval_20260421/final_result_sft_mgr_original_l3_collab_local_title_on_desc_p05_4gpu_Industrial_and_Scientific.json,sft_mgr_original_l3_collab_local_title_on_desc_p05_4gpu_industrial,r4cip28c,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.5199226140975952,0.46093101164941014,5.5,"2,3,4,5",8,50,4533,0,0.06684315,0.08445174,0.09226315,0.10159264,0.11176226,0.12392398,0.06684315,0.09772777,0.11692036,0.14604015,0.18663137,0.24795941,0.0035268584,13,./research-progress-log/experiment_launches/2026-04-20_mgr_sid_original_l3_collab_local_industrial/README.md,"Minimal collaborative edit（最小协同编辑） SFT/evaluate（监督微调/评测）: original RQ-VAE（原版残差量化变分自编码器） base plus L3 local collaborative pull（第三层局部协同拉近） only, evaluated under title_history2sid_on+desc_align_p05. Result is below strongest original SFT（原版最强监督微调） by NDCG@10 -0.00213 and HR@10 -0.00485, below strongest original RL（原版最强强化学习） by NDCG@10 -0.00567, and below v2_on_p05 SFT（当前 v2_on_p05 监督微调） by NDCG@10 -0.00112, but it is stronger than R720e on NDCG@10 and keeps HR@10 essentially tied with R720e. Verdict（裁决）: not RL-promotable（不可推进强化学习） yet, but it supports the low-disturbance collaborative-injection（低扰动协同注入） direction and motivates the running original_l2_multihop_ranking（原版第二层多跳排序） screen."
sft_industrial_mgr_original_l2_multihop_ranking_title_on_desc_p05_4gpu_20260421_082316,2026-04-21 08:23:16 CST,2026-04-21 08:23:16 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_original_l2_multihop_ranking_title_on_desc_p05_4gpu,tok_industrial_original_l2_multihop_ranking_20260421,original_l2_multihop_ranking,mgr_minimal_collab_edit,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_original_l2_multihop_ranking_title_on_desc_p05_4gpu.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_original_l2_multihop_ranking_sft_eval_20260421/title_on_desc_p05_4gpu/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_original_l2_multihop_ranking_sft_eval_20260421/title_on_desc_p05_4gpu/sft/final_checkpoint,./results/experiments/mgr_sid_original_l2_multihop_ranking_sft_eval_20260421/final_result_sft_mgr_original_l2_multihop_ranking_title_on_desc_p05_4gpu_Industrial_and_Scientific.json,sft_mgr_original_l2_multihop_ranking_title_on_desc_p05_4gpu_industrial,4ckgns6u,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.5318561792373657,0.5313152619644975,5.5,"2,3,4,5",8,50,4533,0,0.06618134,0.08283132,0.09144148,0.10165136,0.11189154,0.12516853,0.06618134,0.09485992,0.11581734,0.14736378,0.18817560,0.25612177,0.0040694520,15,./research-progress-log/experiment_launches/2026-04-21_mgr_sid_original_l2_multihop_ranking_industrial/README.md,"Minimal collaborative edit（最小协同编辑） SFT/evaluate（监督微调/评测）: original RQ-VAE（原版残差量化变分自编码器） base plus L2 local_multihop ranking contrastive loss（第二层局部多跳排序对比损失） only, evaluated under title_history2sid_on+desc_align_p05. Result is slightly stronger than original_l3_collab_local（原版第三层局部协同） on NDCG@10 (+0.00006) and HR@10 (+0.00132), and stronger than R720e（R720e 协同排序） on NDCG@10 (+0.00071) and HR@10 (+0.00132). It is still below strongest original SFT（原版最强监督微调） by NDCG@10 -0.00207 and below v2_on_p05 SFT（当前 v2_on_p05 监督微调） by NDCG@10 -0.00106, though it beats v2_on_p05 on HR@10 by +0.00110. Verdict（裁决）: not directly RL-promotable（不可直接推进强化学习） yet, but it is the current best minimal-edit collaborative-injection（最小编辑协同注入） screen and supports testing weak L2 ranking + weak L3 local pull（弱第二层排序加弱第三层局部拉近） next."
sft_industrial_mgr_qcr_l2_conflict_ranking_title_on_desc_p05_4gpu_20260421_202254,2026-04-21 20:22:54 CST,2026-04-21 20:22:54 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_qcr_l2_conflict_ranking_title_on_desc_p05_4gpu,tok_industrial_qcr_l2_conflict_ranking_20260421,qcr_l2_conflict_ranking,mgr_minimal_collab_edit,title_history2sid_on+desc_align_p05,true,true,0.5,title_and_description_mix,../Qwen3-1.7B,./config/experiments/sft_industrial_mgr_qcr_l2_conflict_ranking_title_on_desc_p05_4gpu.yaml,/data/leejt/OneRec/output_weights/experiments/mgr_sid_qcr_l2_conflict_ranking_sft_eval_20260421/title_on_desc_p05_4gpu/sft,/data/leejt/OneRec/output_weights/experiments/mgr_sid_qcr_l2_conflict_ranking_sft_eval_20260421/title_on_desc_p05_4gpu/sft/final_checkpoint,./results/experiments/mgr_sid_qcr_l2_conflict_ranking_sft_eval_20260421/final_result_sft_mgr_qcr_l2_conflict_ranking_title_on_desc_p05_4gpu_Industrial_and_Scientific.json,sft_mgr_qcr_l2_conflict_ranking_title_on_desc_p05_4gpu_industrial,3wwfpbvn,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.6170169115066528,0.4683885543801758,5.5,"2,3,4,5",8,50,4533,0,0.06728436,0.08578583,0.09219311,0.09980951,0.10890937,0.12168316,0.06728436,0.09949261,0.11515553,0.13876020,0.17493933,0.23979704,0.002984264785675529,11,./research-progress-log/experiment_launches/2026-04-21_mgr_sid_qcr_l2_conflict_ranking_industrial/README.md,"QCR-L2 conflict-ranking（量化冲突感知第二层排序） SFT/evaluate（监督微调/评测） under title_history2sid_on+desc_align_p05 finished negative on primary @10 metrics（主要 @10 指标）: NDCG@10=0.09981 and HR@10=0.13876, below original_l2_multihop_ranking（原版第二层多跳排序） by -0.00184/-0.00860 and below strongest original SFT（原版最强监督微调） by -0.00391/-0.01213. Despite healthy tokenizer collision（分词器冲突） and zero constrained-decoding invalids（约束解码无效数）, QCR does not improve downstream learnability（下游可学习性） and should be treated as SFT no-go（监督微调停止）."
sft_industrial_attnres_h1_global_title_off_desc_p05_fixloss_20260507_105219,2026-05-07 10:57:51 CST,2026-05-07 10:52:19 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,attnres_h1_global_title_off_desc_p05_fixloss,tok_industrial_original_semantic,original_semantic_industrial,original_semantic,title_history2sid_off+desc_align_p05+attnres_global_readout,false,true,0.5,title_and_description_mix,../Qwen3-1.7B,./idea-discovery/2026-05-06_hierarchy_aware_attnres_sid_readout/configs/sft_attnres_h1_global_title_off_desc_p05_4gpu.yaml,/data/leejt/OneRec/output_weights/sft_Industrial_and_Scientific_attnres_h1_global_title_off_desc_p05_20260506_fixloss,/data/leejt/OneRec/output_weights/sft_Industrial_and_Scientific_attnres_h1_global_title_off_desc_p05_20260506_fixloss/final_checkpoint,./results/attnres/final_result_sft_Industrial_and_Scientific_attnres_h1_global_title_off_desc_p05_20260506_fixloss_bs1.json,sft_Industrial_and_Scientific_attnres_h1_global_title_off_desc_p05_20260506_fixloss,aecabxuv,"2,3,4,5",1024,2,4,128,1024,10,0.0003,1.6707807779312134,0.8977051808283879,7.5,"2,3,4,5",1,50,4533,0,0.05581293,0.07329280,0.08092553,0.09100110,0.10224127,0.11388047,0.05581293,0.08603574,0.10456651,0.13611295,0.18067505,0.23935583,0.0043407488,16,-,"H1 Global AttnRes readout（全局注意力残差读出） on original OneRec SID（原版 OneRec 语义标识） with title_history2sid_off+desc_align_p05（关闭标题历史到语义标识并开启描述对齐 p=0.5）. SFT（监督微调） early-stopped（早停） at epoch 7.5; best eval_loss（最佳验证损失）=1.5416 at epoch 6.0, final eval_loss（最终验证损失）=1.6708. Original evaluate（原始评测） batch_size=8 caused OOM（显存溢出）; finalized evaluate（定稿评测） used batch_size=1,num_beams=50 with constraint_invalid_total（约束失配总数）=0. Result is negative versus strongest original SFT（原版最强监督微调） and v2_on_p05（当前 v2_on_p05）."
